Date,Daily Rainfall (mm),Monthly Rainfall (mm),Station Name,Region Name
1990-01-01,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-02,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-03,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-04,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-05,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-06,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-07,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-08,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-09,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-10,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-11,2.626818345918484,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-12,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-13,6.060975111746,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-14,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-15,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-16,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-17,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-18,19.577238150608082,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-19,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-20,12.330764722551727,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-21,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-22,7.40839903537292,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-23,0.6935958946934186,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-24,15.148392748832663,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-25,7.7611147208062,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-26,5.188099981857367,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-27,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-28,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-29,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-30,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-01-31,0.0,76.79539871238686,Kununurra,"Kimberley, Western Australia"
1990-02-01,0.7034795406430638,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-02,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-03,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-04,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-05,1.240368977502629,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-06,2.87271620309956,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-07,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-08,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-09,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-10,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-11,0.5357280565902258,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-12,4.301501899860407,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-13,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-14,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-15,1.3262566010526138,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-16,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-17,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-18,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-19,12.666476351501611,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-20,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-21,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-22,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-23,0.0,46.52718863642269,Kununurra,"Kimberley, Western Australia"
1990-02-24,6.871920991448825,46.52718863642269,Kununurra,"Kimberley, Western Australia"
