Date,9am Wind Direction,9am Wind Speed (km/h),3pm Wind Direction,3pm Wind Speed (km/h),Station Name,Region Name
1990-01-01,N,15.004434218848845,SE,15.004434218848845,Manjimup,"Southwest, Western Australia"
1990-01-02,N,13.841823722999205,NW,13.841823722999205,Manjimup,"Southwest, Western Australia"
1990-01-03,SW,10.535734787742342,W,10.535734787742342,Manjimup,"Southwest, Western Australia"
1990-01-04,NW,14.948468973016823,SE,14.948468973016823,Manjimup,"Southwest, Western Australia"
1990-01-05,E,13.486554143168327,SW,13.486554143168327,Manjimup,"Southwest, Western Australia"
1990-01-06,SW,13.075458548492385,NE,13.075458548492385,Manjimup,"Southwest, Western Australia"
1990-01-07,N,8.930675284817312,E,8.930675284817312,Manjimup,"Southwest, Western Australia"
1990-01-08,SW,13.036512075113015,N,13.036512075113015,Manjimup,"Southwest, Western Australia"
1990-01-09,NW,14.03727768598931,E,14.03727768598931,Manjimup,"Southwest, Western Australia"
1990-01-10,SW,12.408210159113585,NW,12.408210159113585,Manjimup,"Southwest, Western Australia"
1990-01-11,N,17.543564320987326,NW,17.543564320987326,Manjimup,"Southwest, Western Australia"
1990-01-12,E,21.960469221140706,SE,21.960469221140706,Manjimup,"Southwest, Western Australia"
1990-01-13,SW,16.186728870845613,SW,16.186728870845613,Manjimup,"Southwest, Western Australia"
1990-01-14,S,17.830014647407552,N,17.830014647407552,Manjimup,"Southwest, Western Australia"
1990-01-15,NW,22.291263052472946,S,22.291263052472946,Manjimup,"Southwest, Western Australia"
1990-01-16,SE,16.72307611799557,NE,16.72307611799557,Manjimup,"Southwest, Western Australia"
1990-01-17,SE,21.170918501952347,SE,21.170918501952347,Manjimup,"Southwest, Western Australia"
1990-01-18,N,11.397115314333245,N,11.397115314333245,Manjimup,"Southwest, Western Australia"
1990-01-19,NW,14.451499958487979,NE,14.451499958487979,Manjimup,"Southwest, Western Australia"
1990-01-20,SW,20.1903160483202,S,20.1903160483202,Manjimup,"Southwest, Western Australia"
1990-01-21,N,17.701084669728743,N,17.701084669728743,Manjimup,"Southwest, Western Australia"
1990-01-22,SW,15.127832467866794,N,15.127832467866794,Manjimup,"Southwest, Western Australia"
1990-01-23,SE,18.672583585189926,S,18.672583585189926,Manjimup,"Southwest, Western Australia"
1990-01-24,NW,16.522037865760964,NW,16.522037865760964,Manjimup,"Southwest, Western Australia"
1990-01-25,NW,17.06546994895163,SW,17.06546994895163,Manjimup,"Southwest, Western Australia"
1990-01-26,NE,13.579042166615585,N,13.579042166615585,Manjimup,"Southwest, Western Australia"
1990-01-27,W,15.835108004908884,S,15.835108004908884,Manjimup,"Southwest, Western Australia"
1990-01-28,SW,16.31364430387378,NE,16.31364430387378,Manjimup,"Southwest, Western Australia"
1990-01-29,SE,13.007100934082025,NE,13.007100934082025,Manjimup,"Southwest, Western Australia"
1990-01-30,NW,6.63289290583813,SW,6.63289290583813,Manjimup,"Southwest, Western Australia"
1990-01-31,N,14.669649037513876,N,14.669649037513876,Manjimup,"Southwest, Western Australia"
1990-02-01,W,24.820730609200034,E,24.820730609200034,Manjimup,"Southwest, Western Australia"
1990-02-02,NE,4.3115599833122396,E,4.3115599833122396,Manjimup,"Southwest, Western Australia"
1990-02-03,N,11.346882877653014,W,11.346882877653014,Manjimup,"Southwest, Western Australia"
1990-02-04,N,14.090742571021686,W,14.090742571021686,Manjimup,"Southwest, Western Australia"
1990-02-05,SE,16.077261507844074,E,16.077261507844074,Manjimup,"Southwest, Western Australia"
1990-02-06,NW,19.521845027106735,SW,19.521845027106735,Manjimup,"Southwest, Western Australia"
1990-02-07,N,19.169589789855845,SW,19.169589789855845,Manjimup,"Southwest, Western Australia"
1990-02-08,SE,20.215241772322166,S,20.215241772322166,Manjimup,"Southwest, Western Australia"
1990-02-09,NW,20.557602929447356,NW,20.557602929447356,Manjimup,"Southwest, Western Australia"
1990-02-10,NW,12.374189689898802,W,12.374189689898802,Manjimup,"Southwest, Western Australia"
1990-02-11,SW,14.774970816490272,W,14.774970816490272,Manjimup,"Southwest, Western Australia"
1990-02-12,S,13.000389521573547,S,13.000389521573547,Manjimup,"Southwest, Western Australia"
1990-02-13,SW,16.745677523843177,SE,16.745677523843177,Manjimup,"Southwest, Western Australia"
1990-02-14,SE,13.49674781243624,SE,13.49674781243624,Manjimup,"Southwest, Western Australia"
1990-02-15,N,11.307753668594884,SE,11.307753668594884,Manjimup,"Southwest, Western Australia"
1990-02-16,W,22.669000968622786,E,22.669000968622786,Manjimup,"Southwest, Western Australia"
1990-02-17,S,14.398788632785545,NW,14.398788632785545,Manjimup,"Southwest, Western Australia"
