Date,Daily Rainfall (mm),Monthly Rainfall (mm),Station Name,Region Name
1990-01-01,4.538432020259119,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-02,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-03,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-04,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-05,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-06,9.631263356318394,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-07,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-08,9.960159530743578,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-09,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-10,19.340072667502827,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-11,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-12,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-13,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-14,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-15,4.738980687889458,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-16,1.2587802713846146,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-17,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-18,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-19,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-20,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-21,5.7797452602048445,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-22,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-23,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-24,8.156923169618878,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-25,4.307998809118325,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-26,7.204307747997329,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-27,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-28,1.6629668051634903,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-29,0.0,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-30,6.189127167668917,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-01-31,14.920563428423781,97.68932092229356,Manjimup,"Southwest, Western Australia"
1990-02-01,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-02,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-03,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-04,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-05,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-06,2.2412046697094032,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-07,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-08,17.193149072421495,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-09,8.53211506089749,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-10,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-11,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-12,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-13,9.05073460552804,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-14,2.9443536393988237,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-15,5.235644144949688,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-16,15.85661026508987,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-17,9.920831210157822,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-18,10.806748157873816,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-19,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-20,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-21,5.051445588099981,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-22,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-23,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-24,1.6463285646926182,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-25,17.081531962783824,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-26,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-27,20.05273152916059,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-02-28,0.0,125.61342847076347,Manjimup,"Southwest, Western Australia"
1990-03-01,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-02,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-03,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-04,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-05,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-06,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-07,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-08,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-09,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-10,0.0,72.24910237178412,Manjimup,"Southwest, Western Australia"
1990-03-11,3.961408314211939,72.24910237178412,Manjimup,"Southwest, Western Australia"
