Date,Minimum temperature (°C),Maximum temperature (°C),Station Name,Region Name
1990-01-01,9.06464897953745,18.901039711203655,Manjimup,"Southwest, Western Australia"
1990-01-02,12.187011770837511,21.352232950214418,Manjimup,"Southwest, Western Australia"
1990-01-03,10.653462364228005,16.892374395517272,Manjimup,"Southwest, Western Australia"
1990-01-04,7.302724610358583,18.1557059779008,Manjimup,"Southwest, Western Australia"
1990-01-05,2.539658045116405,15.0,Manjimup,"Southwest, Western Australia"
1990-01-06,12.739754563707665,21.390989435438783,Manjimup,"Southwest, Western Australia"
1990-01-07,13.381191177915497,25.998308924745913,Manjimup,"Southwest, Western Australia"
1990-01-08,5.457720314109353,15.382134845278443,Manjimup,"Southwest, Western Australia"
1990-01-09,14.917873248813073,23.00624626815872,Manjimup,"Southwest, Western Australia"
1990-01-10,8.710319190980956,18.585099830004758,Manjimup,"Southwest, Western Australia"
1990-01-11,17.893841671791456,28.451588440245388,Manjimup,"Southwest, Western Australia"
1990-01-12,11.805466749867586,16.714375392959468,Manjimup,"Southwest, Western Australia"
1990-01-13,8.992355155173264,18.188721012855787,Manjimup,"Southwest, Western Australia"
1990-01-14,13.71321352967694,25.11048871772909,Manjimup,"Southwest, Western Australia"
1990-01-15,10.33338450030249,19.935137786937197,Manjimup,"Southwest, Western Australia"
1990-01-16,10.387453743710546,19.368964951776448,Manjimup,"Southwest, Western Australia"
1990-01-17,10.228382836646013,22.526597638177552,Manjimup,"Southwest, Western Australia"
1990-01-18,9.534615524324163,22.44129633511585,Manjimup,"Southwest, Western Australia"
1990-01-19,11.902676029503773,24.635865480122085,Manjimup,"Southwest, Western Australia"
1990-01-20,12.431965010278208,23.90002472154819,Manjimup,"Southwest, Western Australia"
1990-01-21,11.064425826917002,17.991229284240656,Manjimup,"Southwest, Western Australia"
1990-01-22,15.437770941430077,30.867100793854586,Manjimup,"Southwest, Western Australia"
1990-01-23,5.93057258716387,15.0,Manjimup,"Southwest, Western Australia"
