Date,Daily Solar Exposure (MJ/m*m),Monthly Mean Solar Exposure (MJ/m*m),Station Name,Region Name
1990-01-01,18.4560235830991,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-02,23.456413666360554,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-03,8.26514845488727,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-04,11.068252338815304,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-05,6.517542128989181,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-06,30.0,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-07,26.6391808428996,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-08,29.022781422780675,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-09,21.974138196742004,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-10,22.882105482004704,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-11,12.082864263334926,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-12,27.5818180526774,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-13,12.383365997244308,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-14,14.679822652079473,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-15,16.108207148157206,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-16,14.041923642518318,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-17,22.297740545901867,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-18,16.846055022572074,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-19,17.67169485947604,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-20,16.95681882633922,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-21,24.73434285057025,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-22,14.965236013214383,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-23,17.128758931776837,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-24,20.120257105158615,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-25,9.77004947588119,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-26,15.582295250173548,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-27,20.67734125007881,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-28,23.830702431868584,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-29,18.808415543725403,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-30,14.635830364632254,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-01-31,25.212620658417023,18.52895958072181,Manjimup,"Southwest, Western Australia"
1990-02-01,16.89259694534088,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-02,18.156321568430734,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-03,18.90964794015052,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-04,17.68535635067102,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-05,15.292157700065363,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-06,20.372592089424757,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-07,12.177044139382614,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-08,15.495453047142865,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-09,15.957195204462518,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-10,13.328258214152697,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-11,18.422550770082236,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-12,18.718455090039736,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-13,18.377747206678293,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-14,17.22177451791739,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-15,20.75425028153163,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-16,26.51014977835373,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-17,23.030468512722855,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-18,5.0,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-19,23.697667501469443,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-20,8.651003206989833,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-21,9.104434819281156,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-22,18.638814486462522,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-23,11.244911200986403,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-24,25.76983599463952,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-25,21.48482875713793,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-26,13.942694237148153,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-27,9.783745355604227,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-02-28,19.65329434118966,16.938330330623526,Manjimup,"Southwest, Western Australia"
1990-03-01,24.12478133828381,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-02,18.480857843114993,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-03,27.384077101403243,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-04,20.6689029220587,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-05,21.99180020509033,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-06,16.469627501430242,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-07,19.88986943645761,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-08,16.867609766792242,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-09,8.57127728668467,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-10,30.0,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-11,17.265717064112767,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-12,18.578245988496594,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-13,24.65215311150714,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-14,18.547973561767662,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-15,19.07739535978444,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-16,20.145350438751997,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-17,12.243671920482669,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-18,25.62376738368369,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-19,19.80267924252678,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-20,14.945534887578233,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-21,22.651230167004258,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-22,19.78256507621088,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-23,13.239197023521964,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-24,18.759638931274488,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-25,18.00317442985661,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-26,19.675116138194277,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-27,19.873996939716335,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-28,21.569080788455445,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-29,11.99593260290656,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-30,18.00690580577775,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-03-31,13.392699865305161,19.105833229942952,Manjimup,"Southwest, Western Australia"
1990-04-01,20.48113933047102,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-02,11.341666655801333,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-03,7.047147559513874,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-04,15.819639676028148,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-05,30.0,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-06,23.75040638674063,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-07,18.422227333932945,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-08,30.0,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-09,17.028222986935674,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-10,17.06893326229257,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-11,22.26931428595231,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-12,19.53689350831886,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-13,17.638789405855665,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-14,15.65576166293052,18.493822057492505,Manjimup,"Southwest, Western Australia"
1990-04-15,17.672805470883652,18.493822057492505,Manjimup,"Southwest, Western Australia"
